index_row,Hospital_ID,Spezialisierung,value
156338,ID1275,Allgemeine_Chirurgie,32.0
156341,ID1278,Allgemeine_Chirurgie,26.0
156342,ID1279,Allgemeine_Chirurgie,40.0
156347,ID1284,Allgemeine_Chirurgie,57.0
156348,ID1285,Allgemeine_Chirurgie,17.0
156349,ID1286,Allgemeine_Chirurgie,78.0
156352,ID1289,Allgemeine_Chirurgie,20.0
156355,ID1292,Allgemeine_Chirurgie,51.0
156356,ID1293,Allgemeine_Chirurgie,14.0
156358,ID1295,Allgemeine_Chirurgie,17.0
156359,ID1296,Allgemeine_Chirurgie,21.0
156362,ID1299,Allgemeine_Chirurgie,20.0
156363,ID1300,Allgemeine_Chirurgie,21.0
156364,ID1301,Allgemeine_Chirurgie,82.0
156365,ID1302,Allgemeine_Chirurgie,27.0
156368,ID1305,Allgemeine_Chirurgie,13.0
156369,ID1306,Allgemeine_Chirurgie,100.0
156370,ID1307,Allgemeine_Chirurgie,34.0
156371,ID1308,Allgemeine_Chirurgie,15.0
156372,ID1309,Allgemeine_Chirurgie,112.0
156373,ID1310,Allgemeine_Chirurgie,30.0
156374,ID1311,Allgemeine_Chirurgie,48.0
156377,ID1314,Allgemeine_Chirurgie,61.0
156378,ID1315,Allgemeine_Chirurgie,35.0
156379,ID1316,Allgemeine_Chirurgie,59.0
156380,ID1317,Allgemeine_Chirurgie,75.0
156381,ID1318,Allgemeine_Chirurgie,14.0
156383,ID1320,Allgemeine_Chirurgie,75.0
156386,ID1323,Allgemeine_Chirurgie,34.0
156388,ID1325,Allgemeine_Chirurgie,71.0
156391,ID1328,Allgemeine_Chirurgie,40.0
156393,ID1330,Allgemeine_Chirurgie,95.0
156394,ID1331,Allgemeine_Chirurgie,84.0
156397,ID1334,Allgemeine_Chirurgie,29.0
156400,ID1337,Allgemeine_Chirurgie,53.0
156401,ID1338,Allgemeine_Chirurgie,103.0
156403,ID1340,Allgemeine_Chirurgie,32.0
156405,ID1342,Allgemeine_Chirurgie,71.0
156407,ID1344,Allgemeine_Chirurgie,76.0
156408,ID1345,Allgemeine_Chirurgie,20.0
156410,ID1347,Allgemeine_Chirurgie,20.0
156413,ID1350,Allgemeine_Chirurgie,65.0
156415,ID1352,Allgemeine_Chirurgie,34.0
156418,ID1355,Allgemeine_Chirurgie,41.0
156419,ID1356,Allgemeine_Chirurgie,50.0
156421,ID1358,Allgemeine_Chirurgie,42.0
156423,ID1360,Allgemeine_Chirurgie,37.0
156428,ID1365,Allgemeine_Chirurgie,1.0
156429,ID1366,Allgemeine_Chirurgie,40.0
156433,ID1370,Allgemeine_Chirurgie,16.0
156436,ID1373,Allgemeine_Chirurgie,42.0
156440,ID1377,Allgemeine_Chirurgie,10.0
156446,ID1383,Allgemeine_Chirurgie,55.0
156450,ID1387,Allgemeine_Chirurgie,85.0
156452,ID1389,Allgemeine_Chirurgie,50.0
156457,ID1394,Allgemeine_Chirurgie,75.0
156458,ID1395,Allgemeine_Chirurgie,33.0
156460,ID1397,Allgemeine_Chirurgie,53.0
156462,ID1399,Allgemeine_Chirurgie,64.0
156463,ID1400,Allgemeine_Chirurgie,30.0
156467,ID1404,Allgemeine_Chirurgie,36.0
156472,ID1409,Allgemeine_Chirurgie,53.0
156475,ID1412,Allgemeine_Chirurgie,53.0
156478,ID1415,Allgemeine_Chirurgie,27.0
156480,ID1417,Allgemeine_Chirurgie,56.0
156485,ID1422,Allgemeine_Chirurgie,45.0
156490,ID1427,Allgemeine_Chirurgie,39.0
156491,ID1428,Allgemeine_Chirurgie,31.0
156492,ID1429,Allgemeine_Chirurgie,30.0
156495,ID1432,Allgemeine_Chirurgie,81.0
156496,ID1433,Allgemeine_Chirurgie,12.0
156498,ID1435,Allgemeine_Chirurgie,86.0
156503,ID1440,Allgemeine_Chirurgie,30.0
156509,ID1446,Allgemeine_Chirurgie,49.0
156510,ID1447,Allgemeine_Chirurgie,19.0
156511,ID1448,Allgemeine_Chirurgie,45.0
156514,ID1451,Allgemeine_Chirurgie,50.0
156519,ID1456,Allgemeine_Chirurgie,68.0
156520,ID1457,Allgemeine_Chirurgie,64.0
156521,ID1458,Allgemeine_Chirurgie,54.0
156523,ID1460,Allgemeine_Chirurgie,71.0
156524,ID1461,Allgemeine_Chirurgie,37.0
156528,ID1465,Allgemeine_Chirurgie,54.0
156531,ID1468,Allgemeine_Chirurgie,98.0
156537,ID1474,Allgemeine_Chirurgie,55.0
156539,ID1476,Allgemeine_Chirurgie,70.0
156540,ID1477,Allgemeine_Chirurgie,76.0
156541,ID1478,Allgemeine_Chirurgie,41.0
156542,ID1479,Allgemeine_Chirurgie,102.0
156547,ID1484,Allgemeine_Chirurgie,26.0
156551,ID1488,Allgemeine_Chirurgie,92.0
156559,ID1496,Allgemeine_Chirurgie,61.0
156562,ID1499,Allgemeine_Chirurgie,6.0
156564,ID1501,Allgemeine_Chirurgie,66.0
156566,ID1503,Allgemeine_Chirurgie,327.0
156569,ID1506,Allgemeine_Chirurgie,96.0
156571,ID1508,Allgemeine_Chirurgie,60.0
156572,ID1509,Allgemeine_Chirurgie,111.0
156574,ID1511,Allgemeine_Chirurgie,55.0
156575,ID1512,Allgemeine_Chirurgie,24.0
156577,ID1514,Allgemeine_Chirurgie,68.0
156579,ID1516,Allgemeine_Chirurgie,18.0
156580,ID1517,Allgemeine_Chirurgie,59.0
156582,ID1519,Allgemeine_Chirurgie,35.0
156583,ID1520,Allgemeine_Chirurgie,35.0
156589,ID1526,Allgemeine_Chirurgie,77.0
156591,ID1528,Allgemeine_Chirurgie,40.0
156595,ID1532,Allgemeine_Chirurgie,46.0
156598,ID1535,Allgemeine_Chirurgie,3.0
156600,ID1537,Allgemeine_Chirurgie,46.0
156603,ID1540,Allgemeine_Chirurgie,46.0
156604,ID1541,Allgemeine_Chirurgie,34.0
156609,ID1546,Allgemeine_Chirurgie,60.0
156613,ID1550,Allgemeine_Chirurgie,2.0
156614,ID1551,Allgemeine_Chirurgie,37.0
156617,ID1554,Allgemeine_Chirurgie,114.0
156619,ID1556,Allgemeine_Chirurgie,30.0
156622,ID1559,Allgemeine_Chirurgie,7.0
156625,ID1562,Allgemeine_Chirurgie,22.0
156631,ID1568,Allgemeine_Chirurgie,26.0
156632,ID1569,Allgemeine_Chirurgie,56.0
156636,ID1573,Allgemeine_Chirurgie,44.0
156639,ID1576,Allgemeine_Chirurgie,43.0
156642,ID1579,Allgemeine_Chirurgie,75.0
156644,ID1581,Allgemeine_Chirurgie,12.0
156650,ID1587,Allgemeine_Chirurgie,119.0
156653,ID1590,Allgemeine_Chirurgie,5.0
156656,ID1593,Allgemeine_Chirurgie,82.0
156658,ID1595,Allgemeine_Chirurgie,35.0
156660,ID1597,Allgemeine_Chirurgie,50.0
156661,ID1598,Allgemeine_Chirurgie,54.0
156669,ID1606,Allgemeine_Chirurgie,64.0
156671,ID1608,Allgemeine_Chirurgie,13.0
156674,ID1611,Allgemeine_Chirurgie,29.0
156682,ID1619,Allgemeine_Chirurgie,49.0
156684,ID1621,Allgemeine_Chirurgie,8.0
156687,ID1624,Allgemeine_Chirurgie,67.0
156689,ID1626,Allgemeine_Chirurgie,36.0
156691,ID1628,Allgemeine_Chirurgie,62.0
156704,ID1641,Allgemeine_Chirurgie,3.0
156706,ID1643,Allgemeine_Chirurgie,51.0
156708,ID1645,Allgemeine_Chirurgie,43.0
156710,ID1647,Allgemeine_Chirurgie,11.0
156711,ID1648,Allgemeine_Chirurgie,50.0
156717,ID1654,Allgemeine_Chirurgie,15.0
156719,ID1656,Allgemeine_Chirurgie,26.0
156721,ID1658,Allgemeine_Chirurgie,7.0
156723,ID1660,Allgemeine_Chirurgie,84.0
156731,ID1668,Allgemeine_Chirurgie,40.0
156736,ID1673,Allgemeine_Chirurgie,1.0
156737,ID1674,Allgemeine_Chirurgie,47.0
156739,ID1676,Allgemeine_Chirurgie,50.0
156740,ID1677,Allgemeine_Chirurgie,69.0
156743,ID1680,Allgemeine_Chirurgie,40.0
156744,ID1681,Allgemeine_Chirurgie,16.0
156748,ID1685,Allgemeine_Chirurgie,44.0
156750,ID1687,Allgemeine_Chirurgie,25.0
156755,ID1692,Allgemeine_Chirurgie,32.0
156759,ID1696,Allgemeine_Chirurgie,61.0
156760,ID1697,Allgemeine_Chirurgie,70.0
156765,ID1702,Allgemeine_Chirurgie,43.0
156768,ID1705,Allgemeine_Chirurgie,37.0
156773,ID1710,Allgemeine_Chirurgie,35.0
156777,ID1714,Allgemeine_Chirurgie,24.0
156779,ID1716,Allgemeine_Chirurgie,32.0
156780,ID1717,Allgemeine_Chirurgie,87.0
156783,ID1720,Allgemeine_Chirurgie,38.0
156785,ID1722,Allgemeine_Chirurgie,43.0
156789,ID1726,Allgemeine_Chirurgie,35.0
156790,ID1727,Allgemeine_Chirurgie,74.0
156791,ID1728,Allgemeine_Chirurgie,143.0
156793,ID1730,Allgemeine_Chirurgie,22.0
156795,ID1732,Allgemeine_Chirurgie,25.0
156797,ID1734,Allgemeine_Chirurgie,27.0
156798,ID1735,Allgemeine_Chirurgie,15.0
156803,ID1740,Allgemeine_Chirurgie,30.0
156804,ID1741,Allgemeine_Chirurgie,97.0
156805,ID1742,Allgemeine_Chirurgie,8.0
156806,ID1743,Allgemeine_Chirurgie,20.0
156808,ID1745,Allgemeine_Chirurgie,1.0
156810,ID1747,Allgemeine_Chirurgie,99.0
156821,ID1758,Allgemeine_Chirurgie,10.0
156824,ID1761,Allgemeine_Chirurgie,52.0
156828,ID1765,Allgemeine_Chirurgie,35.0
156830,ID1767,Allgemeine_Chirurgie,19.0
156831,ID1768,Allgemeine_Chirurgie,58.0
156832,ID1769,Allgemeine_Chirurgie,153.0
156834,ID1771,Allgemeine_Chirurgie,21.0
156835,ID1772,Allgemeine_Chirurgie,37.0
156837,ID1774,Allgemeine_Chirurgie,70.0
156839,ID1776,Allgemeine_Chirurgie,50.0
156843,ID1780,Allgemeine_Chirurgie,48.0
156844,ID1781,Allgemeine_Chirurgie,18.0
156848,ID1785,Allgemeine_Chirurgie,127.0
156849,ID1786,Allgemeine_Chirurgie,200.0
156850,ID1787,Allgemeine_Chirurgie,182.0
156851,ID1788,Allgemeine_Chirurgie,34.0
156857,ID1794,Allgemeine_Chirurgie,62.0
156859,ID1796,Allgemeine_Chirurgie,53.0
156862,ID1799,Allgemeine_Chirurgie,38.0
156863,ID1800,Allgemeine_Chirurgie,33.0
156866,ID1803,Allgemeine_Chirurgie,32.0
156868,ID1805,Allgemeine_Chirurgie,5.0
156873,ID1810,Allgemeine_Chirurgie,24.0
156874,ID1811,Allgemeine_Chirurgie,70.0
156876,ID1813,Allgemeine_Chirurgie,2.0
156878,ID1815,Allgemeine_Chirurgie,66.0
156883,ID1820,Allgemeine_Chirurgie,44.0
156894,ID1831,Allgemeine_Chirurgie,41.0
156896,ID1833,Allgemeine_Chirurgie,19.0
156901,ID1838,Allgemeine_Chirurgie,31.0
156910,ID1847,Allgemeine_Chirurgie,75.0
156913,ID1850,Allgemeine_Chirurgie,59.0
156915,ID1852,Allgemeine_Chirurgie,60.0
156916,ID1853,Allgemeine_Chirurgie,86.0
156919,ID1856,Allgemeine_Chirurgie,2.0
156923,ID1860,Allgemeine_Chirurgie,23.0
156925,ID1862,Allgemeine_Chirurgie,46.0
156928,ID1865,Allgemeine_Chirurgie,52.0
156929,ID1866,Allgemeine_Chirurgie,75.0
156936,ID1873,Allgemeine_Chirurgie,83.0
156940,ID1877,Allgemeine_Chirurgie,122.0
156943,ID1880,Allgemeine_Chirurgie,43.0
156951,ID1888,Allgemeine_Chirurgie,62.0
156953,ID1890,Allgemeine_Chirurgie,69.0
156954,ID1891,Allgemeine_Chirurgie,80.0
156955,ID1892,Allgemeine_Chirurgie,25.0
156958,ID1895,Allgemeine_Chirurgie,30.0
156959,ID1896,Allgemeine_Chirurgie,17.0
156961,ID1898,Allgemeine_Chirurgie,42.0
156962,ID1899,Allgemeine_Chirurgie,34.0
156963,ID1900,Allgemeine_Chirurgie,25.0
156966,ID1903,Allgemeine_Chirurgie,68.0
156967,ID1904,Allgemeine_Chirurgie,125.0
156971,ID1908,Allgemeine_Chirurgie,179.0
156973,ID1910,Allgemeine_Chirurgie,63.0
156977,ID1914,Allgemeine_Chirurgie,45.0
156979,ID1916,Allgemeine_Chirurgie,86.0
156981,ID1918,Allgemeine_Chirurgie,50.0
156985,ID1922,Allgemeine_Chirurgie,41.0
156986,ID1923,Allgemeine_Chirurgie,36.0
156989,ID1926,Allgemeine_Chirurgie,84.0
156995,ID1932,Allgemeine_Chirurgie,59.0
156996,ID1933,Allgemeine_Chirurgie,87.0
156997,ID1934,Allgemeine_Chirurgie,20.0
156998,ID1935,Allgemeine_Chirurgie,79.0
156999,ID1936,Allgemeine_Chirurgie,71.0
157000,ID1937,Allgemeine_Chirurgie,100.0
157001,ID1938,Allgemeine_Chirurgie,20.0
157004,ID1941,Allgemeine_Chirurgie,58.0
157006,ID1943,Allgemeine_Chirurgie,57.0
157007,ID1944,Allgemeine_Chirurgie,105.0
157008,ID1945,Allgemeine_Chirurgie,6.0
157009,ID1946,Allgemeine_Chirurgie,4.0
157011,ID1948,Allgemeine_Chirurgie,62.0
157013,ID1950,Allgemeine_Chirurgie,52.0
157014,ID1951,Allgemeine_Chirurgie,76.0
157016,ID1953,Allgemeine_Chirurgie,87.0
157018,ID1955,Allgemeine_Chirurgie,56.0
157020,ID1957,Allgemeine_Chirurgie,69.0
157022,ID1959,Allgemeine_Chirurgie,70.0
157026,ID1963,Allgemeine_Chirurgie,13.0
157029,ID1966,Allgemeine_Chirurgie,45.0
157034,ID1971,Allgemeine_Chirurgie,58.0
157035,ID1972,Allgemeine_Chirurgie,50.0
157036,ID1973,Allgemeine_Chirurgie,2.0
157039,ID1976,Allgemeine_Chirurgie,14.0
157042,ID1979,Allgemeine_Chirurgie,86.0
157043,ID1980,Allgemeine_Chirurgie,45.0
157044,ID1981,Allgemeine_Chirurgie,17.0
157046,ID1983,Allgemeine_Chirurgie,54.0
157049,ID1986,Allgemeine_Chirurgie,42.0
157050,ID1987,Allgemeine_Chirurgie,52.0
157053,ID1990,Allgemeine_Chirurgie,47.0
157055,ID1992,Allgemeine_Chirurgie,41.0
157056,ID1993,Allgemeine_Chirurgie,63.0
157057,ID1994,Allgemeine_Chirurgie,75.0
157058,ID1995,Allgemeine_Chirurgie,53.0
157059,ID1996,Allgemeine_Chirurgie,30.0
157062,ID1999,Allgemeine_Chirurgie,34.0
157065,ID2002,Allgemeine_Chirurgie,169.0
157066,ID2003,Allgemeine_Chirurgie,47.0
157069,ID2006,Allgemeine_Chirurgie,20.0
157070,ID2007,Allgemeine_Chirurgie,41.0
157074,ID2011,Allgemeine_Chirurgie,45.0
157075,ID2012,Allgemeine_Chirurgie,8.0
157076,ID2013,Allgemeine_Chirurgie,77.0
157077,ID2014,Allgemeine_Chirurgie,42.0
157078,ID2015,Allgemeine_Chirurgie,38.0
157083,ID2020,Allgemeine_Chirurgie,34.0
157084,ID2021,Allgemeine_Chirurgie,64.0
157086,ID2023,Allgemeine_Chirurgie,94.0
157087,ID2024,Allgemeine_Chirurgie,69.0
157089,ID2026,Allgemeine_Chirurgie,28.0
157092,ID2029,Allgemeine_Chirurgie,57.0
157094,ID2031,Allgemeine_Chirurgie,24.0
157095,ID2032,Allgemeine_Chirurgie,141.0
157097,ID2034,Allgemeine_Chirurgie,48.0
157102,ID2039,Allgemeine_Chirurgie,25.0
157103,ID2040,Allgemeine_Chirurgie,6.0
157104,ID2041,Allgemeine_Chirurgie,71.0
157105,ID2042,Allgemeine_Chirurgie,85.0
157106,ID2043,Allgemeine_Chirurgie,32.0
157107,ID2044,Allgemeine_Chirurgie,53.0
157108,ID2045,Allgemeine_Chirurgie,32.0
157109,ID2046,Allgemeine_Chirurgie,30.0
157113,ID2050,Allgemeine_Chirurgie,30.0
157114,ID2051,Allgemeine_Chirurgie,137.0
157116,ID2053,Allgemeine_Chirurgie,56.0
157117,ID2054,Allgemeine_Chirurgie,22.0
157121,ID2058,Allgemeine_Chirurgie,105.0
157122,ID2059,Allgemeine_Chirurgie,94.0
157124,ID2061,Allgemeine_Chirurgie,73.0
157125,ID2062,Allgemeine_Chirurgie,21.0
157129,ID2066,Allgemeine_Chirurgie,79.0
157130,ID2067,Allgemeine_Chirurgie,50.0
157133,ID2070,Allgemeine_Chirurgie,105.0
157134,ID2071,Allgemeine_Chirurgie,67.0
157136,ID2073,Allgemeine_Chirurgie,53.0
157138,ID2075,Allgemeine_Chirurgie,36.0
157139,ID2076,Allgemeine_Chirurgie,134.0
157140,ID2077,Allgemeine_Chirurgie,28.0
157142,ID2079,Allgemeine_Chirurgie,35.0
157146,ID2083,Allgemeine_Chirurgie,30.0
157149,ID2086,Allgemeine_Chirurgie,7.0
157152,ID2089,Allgemeine_Chirurgie,122.0
157153,ID2090,Allgemeine_Chirurgie,20.0
157154,ID2091,Allgemeine_Chirurgie,48.0
157155,ID2092,Allgemeine_Chirurgie,66.0
157156,ID2093,Allgemeine_Chirurgie,40.0
157157,ID2094,Allgemeine_Chirurgie,30.0
157158,ID2095,Allgemeine_Chirurgie,8.0
157159,ID2096,Allgemeine_Chirurgie,53.0
157163,ID2100,Allgemeine_Chirurgie,22.0
157166,ID2103,Allgemeine_Chirurgie,24.0
157168,ID2105,Allgemeine_Chirurgie,53.0
157171,ID2108,Allgemeine_Chirurgie,24.0
157172,ID2109,Allgemeine_Chirurgie,140.0
157175,ID2112,Allgemeine_Chirurgie,129.0
157177,ID2114,Allgemeine_Chirurgie,97.0
157181,ID2118,Allgemeine_Chirurgie,68.0
157184,ID2121,Allgemeine_Chirurgie,42.0
157186,ID2123,Allgemeine_Chirurgie,49.0
157187,ID2124,Allgemeine_Chirurgie,31.0
157188,ID2125,Allgemeine_Chirurgie,71.0
157190,ID2127,Allgemeine_Chirurgie,49.0
157192,ID2129,Allgemeine_Chirurgie,81.0
157193,ID2130,Allgemeine_Chirurgie,50.0
157197,ID2134,Allgemeine_Chirurgie,27.0
157199,ID2136,Allgemeine_Chirurgie,21.0
157202,ID2139,Allgemeine_Chirurgie,34.0
157203,ID2140,Allgemeine_Chirurgie,30.0
157204,ID2141,Allgemeine_Chirurgie,25.0
157207,ID2144,Allgemeine_Chirurgie,54.0
157211,ID2148,Allgemeine_Chirurgie,20.0
157212,ID2149,Allgemeine_Chirurgie,20.0
157213,ID2150,Allgemeine_Chirurgie,50.0
157215,ID2152,Allgemeine_Chirurgie,60.0
157218,ID2155,Allgemeine_Chirurgie,33.0
157219,ID2156,Allgemeine_Chirurgie,58.0
157221,ID2158,Allgemeine_Chirurgie,106.0
157222,ID2159,Allgemeine_Chirurgie,57.0
157226,ID2163,Allgemeine_Chirurgie,10.0
157231,ID2168,Allgemeine_Chirurgie,25.0
157232,ID2169,Allgemeine_Chirurgie,35.0
157234,ID2171,Allgemeine_Chirurgie,29.0
157238,ID2175,Allgemeine_Chirurgie,39.0
157240,ID2177,Allgemeine_Chirurgie,39.0
157241,ID2178,Allgemeine_Chirurgie,46.0
157243,ID2180,Allgemeine_Chirurgie,28.0
157246,ID2183,Allgemeine_Chirurgie,40.0
157247,ID2184,Allgemeine_Chirurgie,44.0
157249,ID2186,Allgemeine_Chirurgie,60.0
157251,ID2188,Allgemeine_Chirurgie,45.0
157252,ID2189,Allgemeine_Chirurgie,23.0
157255,ID2192,Allgemeine_Chirurgie,69.0
157256,ID2193,Allgemeine_Chirurgie,20.0
157257,ID2194,Allgemeine_Chirurgie,43.0
157260,ID2197,Allgemeine_Chirurgie,29.0
157263,ID2200,Allgemeine_Chirurgie,19.0
157264,ID2201,Allgemeine_Chirurgie,27.0
157265,ID2202,Allgemeine_Chirurgie,88.0
157267,ID2204,Allgemeine_Chirurgie,46.0
157269,ID2206,Allgemeine_Chirurgie,24.0
157273,ID2210,Allgemeine_Chirurgie,18.0
157274,ID2211,Allgemeine_Chirurgie,1.0
157278,ID2215,Allgemeine_Chirurgie,40.0
157279,ID2216,Allgemeine_Chirurgie,25.0
157284,ID2221,Allgemeine_Chirurgie,40.0
157286,ID2223,Allgemeine_Chirurgie,60.0
157287,ID2224,Allgemeine_Chirurgie,4.0
157289,ID2226,Allgemeine_Chirurgie,49.0
157292,ID2229,Allgemeine_Chirurgie,2.0
157296,ID2233,Allgemeine_Chirurgie,49.0
157303,ID2240,Allgemeine_Chirurgie,28.0
157307,ID2244,Allgemeine_Chirurgie,35.0
157308,ID2245,Allgemeine_Chirurgie,31.0
157311,ID2248,Allgemeine_Chirurgie,43.0
157312,ID2249,Allgemeine_Chirurgie,13.0
157313,ID2250,Allgemeine_Chirurgie,80.0
157315,ID2252,Allgemeine_Chirurgie,2.0
157316,ID2253,Allgemeine_Chirurgie,28.0
157319,ID2256,Allgemeine_Chirurgie,36.0
157320,ID2257,Allgemeine_Chirurgie,5.0
157321,ID2258,Allgemeine_Chirurgie,37.0
157322,ID2259,Allgemeine_Chirurgie,8.0
157323,ID2260,Allgemeine_Chirurgie,3.0
157325,ID2262,Allgemeine_Chirurgie,38.0
157329,ID2266,Allgemeine_Chirurgie,25.0
157330,ID2267,Allgemeine_Chirurgie,42.0
157333,ID2270,Allgemeine_Chirurgie,23.0
157338,ID2275,Allgemeine_Chirurgie,22.0
157340,ID2277,Allgemeine_Chirurgie,45.0
157342,ID2279,Allgemeine_Chirurgie,25.0
157343,ID2280,Allgemeine_Chirurgie,4.0
157348,ID2285,Allgemeine_Chirurgie,30.0
157352,ID2289,Allgemeine_Chirurgie,75.0
157354,ID2291,Allgemeine_Chirurgie,62.0
157359,ID2296,Allgemeine_Chirurgie,59.0
157364,ID2301,Allgemeine_Chirurgie,25.0
157365,ID2302,Allgemeine_Chirurgie,16.0
157367,ID2304,Allgemeine_Chirurgie,3.0
157368,ID2305,Allgemeine_Chirurgie,56.0
157369,ID2306,Allgemeine_Chirurgie,15.0
157371,ID2308,Allgemeine_Chirurgie,8.0
157373,ID2310,Allgemeine_Chirurgie,48.0
157378,ID2315,Allgemeine_Chirurgie,44.0
157381,ID2318,Allgemeine_Chirurgie,2.0
157386,ID2323,Allgemeine_Chirurgie,42.0
157389,ID2326,Allgemeine_Chirurgie,85.0
157392,ID2329,Allgemeine_Chirurgie,29.0
157398,ID2335,Allgemeine_Chirurgie,39.0
157399,ID2336,Allgemeine_Chirurgie,20.0
157403,ID2340,Allgemeine_Chirurgie,66.0
157408,ID2345,Allgemeine_Chirurgie,33.0
157418,ID2355,Allgemeine_Chirurgie,74.0
157420,ID2357,Allgemeine_Chirurgie,35.0
157421,ID2358,Allgemeine_Chirurgie,28.0
157424,ID2361,Allgemeine_Chirurgie,50.0
157425,ID2362,Allgemeine_Chirurgie,45.0
157426,ID2363,Allgemeine_Chirurgie,50.0
157428,ID2365,Allgemeine_Chirurgie,26.0
157429,ID2366,Allgemeine_Chirurgie,15.0
157431,ID2368,Allgemeine_Chirurgie,59.0
157434,ID2371,Allgemeine_Chirurgie,27.0
157439,ID2376,Allgemeine_Chirurgie,25.0
157441,ID2378,Allgemeine_Chirurgie,46.0
157444,ID2381,Allgemeine_Chirurgie,50.0
157445,ID2382,Allgemeine_Chirurgie,39.0
157446,ID2383,Allgemeine_Chirurgie,30.0
157448,ID2385,Allgemeine_Chirurgie,30.0
157449,ID2386,Allgemeine_Chirurgie,60.0
157452,ID2389,Allgemeine_Chirurgie,49.0
157458,ID2395,Allgemeine_Chirurgie,58.0
157460,ID2397,Allgemeine_Chirurgie,32.0
157466,ID2403,Allgemeine_Chirurgie,36.0
157468,ID2405,Allgemeine_Chirurgie,49.0
157469,ID2406,Allgemeine_Chirurgie,78.0
157472,ID2409,Allgemeine_Chirurgie,16.0
157474,ID2411,Allgemeine_Chirurgie,31.0
157477,ID2414,Allgemeine_Chirurgie,36.0
157480,ID2417,Allgemeine_Chirurgie,75.0
157487,ID2424,Allgemeine_Chirurgie,32.0
157488,ID2425,Allgemeine_Chirurgie,25.0
157491,ID2428,Allgemeine_Chirurgie,18.0
157492,ID2429,Allgemeine_Chirurgie,141.0
157501,ID2438,Allgemeine_Chirurgie,34.0
157503,ID2440,Allgemeine_Chirurgie,66.0
157505,ID2442,Allgemeine_Chirurgie,3.0
157509,ID2446,Allgemeine_Chirurgie,25.0
157510,ID2447,Allgemeine_Chirurgie,21.0
157511,ID2448,Allgemeine_Chirurgie,76.0
157514,ID2451,Allgemeine_Chirurgie,34.0
157517,ID2454,Allgemeine_Chirurgie,34.0
157519,ID2456,Allgemeine_Chirurgie,21.0
157520,ID2457,Allgemeine_Chirurgie,41.0
157521,ID2458,Allgemeine_Chirurgie,35.0
157523,ID2460,Allgemeine_Chirurgie,17.0
157525,ID2462,Allgemeine_Chirurgie,26.0
157527,ID2464,Allgemeine_Chirurgie,27.0
157529,ID2466,Allgemeine_Chirurgie,19.0
157531,ID2468,Allgemeine_Chirurgie,60.0
157536,ID2473,Allgemeine_Chirurgie,35.0
157540,ID2477,Allgemeine_Chirurgie,45.0
157541,ID2478,Allgemeine_Chirurgie,41.0
157548,ID2485,Allgemeine_Chirurgie,69.0
157550,ID2487,Allgemeine_Chirurgie,27.0
157551,ID2488,Allgemeine_Chirurgie,12.0
157553,ID2490,Allgemeine_Chirurgie,25.0
157555,ID2492,Allgemeine_Chirurgie,20.0
157556,ID2493,Allgemeine_Chirurgie,10.0
157557,ID2494,Allgemeine_Chirurgie,15.0
157561,ID2498,Allgemeine_Chirurgie,50.0
157562,ID2499,Allgemeine_Chirurgie,13.0
157564,ID2501,Allgemeine_Chirurgie,15.0
157566,ID2503,Allgemeine_Chirurgie,3.0
157567,ID2504,Allgemeine_Chirurgie,106.0
157569,ID2506,Allgemeine_Chirurgie,30.0
157570,ID2507,Allgemeine_Chirurgie,44.0
157572,ID2509,Allgemeine_Chirurgie,22.0
157573,ID2510,Allgemeine_Chirurgie,26.0
157574,ID2511,Allgemeine_Chirurgie,33.0
157575,ID2512,Allgemeine_Chirurgie,54.0
157576,ID2513,Allgemeine_Chirurgie,61.0
157577,ID2514,Allgemeine_Chirurgie,96.0
157579,ID2516,Allgemeine_Chirurgie,49.0
157583,ID2520,Allgemeine_Chirurgie,99.0
157584,ID2521,Allgemeine_Chirurgie,72.0
157586,ID2523,Allgemeine_Chirurgie,66.0
157588,ID2525,Allgemeine_Chirurgie,52.0
157590,ID2527,Allgemeine_Chirurgie,17.0
157591,ID2528,Allgemeine_Chirurgie,18.0
157593,ID2530,Allgemeine_Chirurgie,72.0
157594,ID2531,Allgemeine_Chirurgie,127.0
157597,ID2534,Allgemeine_Chirurgie,52.0
157598,ID2535,Allgemeine_Chirurgie,74.0
157599,ID2536,Allgemeine_Chirurgie,13.0
157602,ID2539,Allgemeine_Chirurgie,67.0
157604,ID2541,Allgemeine_Chirurgie,27.0
157605,ID2542,Allgemeine_Chirurgie,36.0
157606,ID2543,Allgemeine_Chirurgie,64.0
157608,ID2545,Allgemeine_Chirurgie,64.0
157610,ID2547,Allgemeine_Chirurgie,52.0
157612,ID2549,Allgemeine_Chirurgie,32.0
157615,ID2552,Allgemeine_Chirurgie,131.0
157616,ID2553,Allgemeine_Chirurgie,71.0
157617,ID2554,Allgemeine_Chirurgie,35.0
157621,ID2558,Allgemeine_Chirurgie,26.0
157623,ID2560,Allgemeine_Chirurgie,52.0
157625,ID2562,Allgemeine_Chirurgie,48.0
157626,ID2563,Allgemeine_Chirurgie,25.0
157628,ID2565,Allgemeine_Chirurgie,38.0
157631,ID2568,Allgemeine_Chirurgie,37.0
157633,ID2570,Allgemeine_Chirurgie,22.0
157635,ID2572,Allgemeine_Chirurgie,39.0
157638,ID2575,Allgemeine_Chirurgie,20.0
157640,ID2577,Allgemeine_Chirurgie,39.0
