Hospital_ID;Land;Kreis;Gemeinde;Adresse_Name;Adresse_Name_Standort;Adresse_Strasse_Standort;Adresse_Haus-Nr._Standort;Adresse_Postleitzahl_Standort;Adresse_Ort_Standort;Telefonvorwahl/-nummer;E-Mail Adresse;Internet-Adresse;Traeger;T_Name;EinrichtungsTyp;Allgemeine_Notfallversorgung;Spezielle_Notfallversorgung;Spezielle_Notfallversorgung;Spezielle_Notfallversorgung;Spezielle_Notfallversorgung;Spezielle_Notfallversorgung
ID1731;09;162;000;Augenklinik Herzog Carl Theodor;Augenklinik Herzog Carl Theodor;Nymphenburger Str.;43;80335;München;089 126005-0;;www.augenklinik-muenchen.de;2;Stiftung Augenklinik Herzog Carl Theodor;2;0;2;2;2;2;2
ID1732;09;162;000;Clinic Dr. Decker GmbH;Clinic Dr. Decker GmbH;Seestr.;12;80802;München;089 381704-0;info@clinic-dr-decker.de;www.clinic-dr-decker.de;3;Clinic Dr. Decker GmbH;2;0;2;2;2;2;2
ID1733;09;162;000;Deutsches Herzzentrum München;Deutsches Herzzentrum München;Lazarettstr.;36;80636;München;089 1218-0;dhm@dhm.mhn.de;www.dhm.mhn.de;1;Freistaat Bayern Bayer. Staatsministerium für Wissenschaft und Kunst;2;0;2;1;2;2;1
ID1734;09;162;000;Diakoniewerk München-Maxvorstadt;Diakoniewerk München-Maxvorstadt;Heßstr.;22;80799;München;089 2122-0;service@diakoniewerk-muenchen.de;www.diakoniewerk-muenchen.de;2;Diakoniewerk München-Maxvorstadt KdöR;2;0;2;2;2;2;2
ID1735;09;162;000;Dr. Lubos Kliniken Bogenhausen;Dr. Lubos Kliniken Bogenhausen;Denninger Str.;44;81679;München;089 92794-0;;www.lubos-kliniken.de/;3;Chirurgische Klinik München-Bogenhausen GmbH;2;0;2;2;2;2;2
ID1736;09;162;000;Dr. Lubos Kliniken Pasing;Dr. Lubos Kliniken Pasing;Schmiedwegerl;2-6;81241;München;089 82099-0;;www.lubos-kliniken.de/;3;Frauenklinik München West GmbH & Co. KG;2;0;2;2;2;2;2
ID1737;09;162;000;Dynamisch-Psychiatrische Klinik Menterschwaige;Dynamisch-Psychiatrische Klinik Menterschwaige;Geiselgasteigstr.;203;81545;München;089 642723-0;info@klinik-menterschwaige.de;www.klinik-menterschwaige.de;3;Klinik für Dynamische Psychiatrie München GmbH;2;0;2;2;2;2;2
ID1738;09;162;000;EuroEyes alz augenklinik münchen GmbH;EuroEyes alz augenklinik münchen GmbH;Bayerstr.;3;80335;München;089 500809-0;muenchen@euroeyes.de;www.euroeyes-muenchen.de;3;EuroEyes alz augenklinik münchen GmbH;4;1;2;2;2;2;2
ID1739;09;162;000;Frauenklinik Dr. Geisenhofer GmbH;Frauenklinik Dr. Geisenhofer GmbH;Hirschauer Str.;6;80538;München;089 3831-0;info@geisenhoferklinik.de;www.geisenhoferklinik.de;3;Frauenklinik Dr. Geisenhofer GmbH;2;0;2;2;1;2;2
ID1740;09;162;000;HELIOS Klinik München Perlach;HELIOS Klinik München Perlach;Schmidbauerstr.;44;81737;München;089 678021;info.muenchen-perlach@helios-kliniken.de;www.helios-kliniken.de/muenchen-perlach;3;Kliniken München Pasing und Perlach GmbH;2;1;2;2;2;2;2
ID1741;09;162;000;HELIOS Klinikum München West;HELIOS Klinikum München West;Steinerweg;5;81241;München;089 8892-0;info.muenchen-west@helios-kliniken.de;www.helios-kliniken.de/muenchen-west;3;Kliniken München Pasing und Perlach GmbH;2;2;2;2;2;2;2
ID1742;09;162;000;HELIOS Klinikum München West Privatklinik;HELIOS Klinikum München West Privatklinik;Steinerweg;5;81241;München;;;;3;Kliniken München Pasing und Perlach GmbH;2;2;2;2;2;2;2
ID1743;09;162;000;Herzogpark Klinik;Herzogpark Klinik;Arabellastr.;9-11;81925;München;;;;3;MVZ Perioperative Medizin München GmbH;4;0;2;2;2;2;2
ID1744;09;162;000;HNO-Klinik Bogenhausen Dr. Gaertner GmbH;HNO-Klinik Bogenhausen Dr. Gaertner GmbH;Possartstr.;31;81679;München;089 998902-0;;www.gartnerklinik.de;3;HNO-Klinik Bogenhausen Dr. Gaertner GmbH;2;0;2;2;2;2;2
ID1745;09;162;000;Iatros Klinik GmbH;Iatros Klinik GmbH;Nymphenburger Str.;1;80335;München;089 461356-0;info@iatros-klinik.de;www.iatros-klinik.de;3;Dr. Javier del Valle Dr. Michael Kaspar Dr. Christoph Schmitt-Hausser;4;0;2;2;2;2;2
ID1746;09;162;000;Internistisches Klinikum München Süd;Internistisches Klinikum München Süd;Am Isarkanal;36;81379;München;089 72400-0;info@muellerklinik.de;www.muellerklinik.de;3;Internistisches Klinikum München Süd GmbH;2;0;2;2;2;2;1
ID1747;09;162;000;Isar Kliniken GmbH;Isar Kliniken GmbH;Sonnenstr.;24-26;80331;München;089 149903-0;info@isarklinikum.de;www.isarklinikum.de;3;Isar Klinik II AG;2;0;2;2;2;2;1
ID1748;09;162;000;kbo-Heckscher-Klinikum gemeinnützige GmbH München;kbo-Heckscher-Klinikum gemeinnützige GmbH München Kinder- u. Jugendpsychiatrie, Psychosomatik;Deisenhofener Str.;28;81539;München;089 9999-0;info.hek-mdh@kbo.de;www.kbo-heckscher-klinikum.de;1;kbo-Heckscher-Klinikum gemeinnützige GmbH;2;0;2;2;2;2;2
ID1749;09;162;000;kbo-Isar-Amper-Klinikum;kbo-Isar-Amper-Klinikum Atriumhaus;Bavariastr.;11;80336;München;089 4562-0;kontakt@iak-kmo.de;www.iak-kmo.de;1;Isar-Amper-Klinikum gemeinnützige GmbH;2;0;2;2;2;2;2
ID1750;09;162;000;kbo-Isar-Amper-Klinikum;kbo-Isar-Amper-Klinikum München-Nord;Kölner Platz;1;80804;München;089 4562-0;kontakt@iak-kmo.de;www.iak-kmo.de;1;Isar-Amper-Klinikum gemeinnützige GmbH;2;0;2;2;2;2;2
ID1751;09;162;000;kbo-Isar-Amper-Klinikum;kbo-Isar-Amper-Klinikum Tagesklinik am kbo-Kinderzentrum;Heiglhofstr.;63;81377;München;089 4562-0;kontakt@iak-kmo.de;www.iak-kmo.de;1;Isar-Amper-Klinikum gemeinnützige GmbH;2;0;2;2;2;2;2
ID1752;09;162;000;kbo-Isar-Amper-Klinikum;kbo-Isar-Amper-Klinikum Tagesklinik Berg am Laim;Neumarkter Str.;18;81673;München;089 4562-0;kontakt@iak-kmo.de;www.iak-kmo.de;1;Isar-Amper-Klinikum gemeinnützige GmbH;2;0;2;2;2;2;2
ID1753;09;162;000;kbo-Kinderzentrum München;kbo-Kinderzentrum München;Heiglhofstr.;65;81377;München;089 71009-0;info@kinderzentrum-muenchen.de;www.kbo-kinderzentrum.de;1;Kinderzentrum München gemeinnützige GmbH;2;0;2;2;2;2;2
ID1754;09;162;000;KIRINUS Tagesklinik 2 GmbH;CIP Tagesklinik München Nymphenburg;Romanstr.;107;80639;München;;;;3;Tegernsee Med Gruppe GmbH & Co. KG;2;0;2;2;2;2;2
ID1755;09;162;000;KIRINUS Tagesklinik Schwabing;KIRINUS Tagesklinik Schwabing;Maria-Josepha-Str.;4;80802;München;089 5506677-0;info@cip-tagesklinik.de;www.cip-tagesklinik.de;3;Ideamed GmbH;2;0;2;2;2;2;2
ID1756;09;162;000;Klinik Augustinum;Klinik Augustinum;Wolkerweg;16;81375;München;089 7097-0;;www.augustinum-kliniken.de;2;Augustinum Wohnstifte gGmbH;2;1;2;2;2;2;1
ID1757;09;162;000;Klinik Dr. Funk;Klinik Dr. Funk;Frau-Holle-Str.;32;81739;München;089 6060900;info@schoenheitsklinik.com;www.schoenheitsklinik-muenchen.de;3;Klinik Dr. Funk;4;0;2;2;2;2;2
ID1758;09;162;000;Klinik Josephinum gAG;Klinik Josephinum gAG;Schönfeldstr.;16;80539;München;089 236880;info@josephinum.de;www.josephinum.de;2;Guido und Olga Jochner'sche Stiftung Klinik Josephinum;2;0;2;2;2;2;2
ID1759;09;162;000;Klinik mednord Dr. Pfützenreuter GmbH;Klinik mednord Dr. Pfützenreuter GmbH;Heidemannstr.;5b;80939;München;089 375075-0;info@klinik-mednord.de;www.klinik-mednord.de;3;Klinik mednord Dr. Pfützenreuter GmbH;4;0;2;2;2;2;2
ID1760;09;162;000;Klinik Thalkirchner Straße;Klinik Thalkirchner Str.;Thalkirchner Str.;48;80337;München;089 5147-6011;info.kt@klinikum-muenchen.de;www.klinikum-muenchen.de;1;Städtisches Klinikum München GmbH;2;0;2;2;2;2;2
ID1761;09;162;000;Klinikum Bogenhausen;Klinikum Bogenhausen;Englschalkinger Str.;77;81925;München;089 9270-0;info.kb@klinikum-muenchen.de;www.klinikum-muenchen.de;1;Städtisches Klinikum München GmbH;2;3;1;2;2;1;1
ID1762;09;162;000;Klinikum der Universität München;Klinikum der Universität München Außenstelle Augustinum;Wolkerweg;16;81375;München;089 4400-0;info@med.uni-muenchen.de;www.klinikum.uni-muenchen.de;1;Freistaat Bayern Bayer. Staatsministerium für Wissenschaft und Kunst;1;3;1;1;2;2;1
ID1763;09;162;000;Klinikum der Universität München;Klinikum der Universität München Standort Großhadern;Marchioninistr.;15;81377;München;089 4400-0;info@med.uni-muenchen.de;www.klinikum.uni-muenchen.de;1;Freistaat Bayern Bayer. Staatsministerium für Wissenschaft und Kunst;1;3;1;2;2;1;1
ID1764;09;162;000;Klinikum der Universität München;Klinikum der Universität München Standort Innenstadt;Ziemssenstr.;1;80336;München;089 4400-0;info@med.uni-muenchen.de;www.klinikum.uni-muenchen.de;1;Freistaat Bayern Bayer. Staatsministerium für Wissenschaft und Kunst;1;3;1;1;1;1;1
ID1765;09;162;000;Klinikum Dritter Orden;Klinikum Dritter Orden;Menzinger Str.;44;80638;München;089 1795-0;info@dritter-orden.de;www.dritter-orden.de;2;Kliniken Dritter Orden gGmbH;2;2;2;1;2;2;2
ID1766;09;162;000;Klinikum Dritter Orden;Klinikum Dritter Orden Standort TCE;Lachnerstr.;41;80639;München;089 1795-0;info@dritter-orden.de;www.dritter-orden.de;2;Kliniken Dritter Orden gGmbH;2;0;2;2;2;2;2
ID1767;09;162;000;Klinikum Harlaching;Klinikum Harlaching;Sanatoriumsplatz;2;81545;München;089 6210-1;info.kh@klinikum-muenchen.de;www.klinikum-muenchen.de;1;Städtisches Klinikum München GmbH;2;3;1;1;2;1;1
ID1768;09;162;000;Klinikum Neuperlach;Klinikum Neuperlach;Oskar-Maria-Graf-Ring;51;81737;München;089 6794-0;info.kn@klinikum-muenchen.de;www.klinikum-muenchen.de;1;Städtisches Klinikum München GmbH;2;2;2;2;2;2;1
ID1769;09;162;000;Klinikum rechts der Isar der Technischen Universität;Klinikum rechts der Isar der Technischen Universität;Ismaninger Str.;22;81675;München;089 4140-0;;www.med.tu-muenchen.de;1;Freistaat Bayern Bayer. Staatsministerium für Wissenschaft und Kunst;1;1;1;2;1;1;1
ID1770;09;162;000;Klinikum rechts der Isar der Technischen Universität;Klinikum rechts der Isar der Technischen Universität Standort Biederstein;Biedersteiner Str.;29;80802;München;089 4140-0;;www.med.tu-muenchen.de;1;Freistaat Bayern Bayer. Staatsministerium für Wissenschaft und Kunst;1;0;2;2;2;2;2
ID1771;09;162;000;Klinikum Schwabing;Klinikum Schwabing;Kölner Platz;1;80804;München;089 3068-0;klinik.direktion.ks@klinikum-muenchen.de;www.klinikum-muenchen.de;1;Städtisches Klinikum München GmbH;2;2;2;1;2;2;1
ID1772;09;162;000;Krankenhaus Barmherzige Brüder;Krankenhaus Barmherzige Brüder;Romanstr.;93;80639;München;089 1797-0;info@barmherzige-muenchen.de;www.barmherzige-muenchen.de;2;Barmherzige Brüder gemeinnützige Krankenhaus GmbH;2;2;2;2;2;2;2
ID1773;09;162;000;Krankenhaus für Naturheilweisen;Krankenhaus für Naturheilweisen;Seybothstr.;65;81545;München;089 62505-0;;www.kfn-muc.de;2;Stiftung Krankenhaus für Naturheilweisen;2;1;2;2;2;2;2
ID1774;09;162;000;Krankenhaus Martha-Maria;Krankenhaus Martha-Maria;Wolfratshauser Str.;109;81479;München;089 7276-0;krankenhaus.muenchen@martha-maria.de;www.martha-maria.de;2;Martha-Maria Krankenhaus gemeinnützige GmbH;2;1;2;2;2;2;2
ID1775;09;162;000;Krankenhaus Neuwittelsbach;Krankenhaus Neuwittelsbach;Renatastr.;71a;80639;München;089 1665995;info@krankenhaus-neuwittelsbach.de;www.krankenhaus-neuwittelsbach.de;2;Kongregation der Barmherzigen Schwestern v. Hl. Vinzenz v. Paul;2;0;2;2;1;2;2
ID1776;09;162;000;Maria-Theresia-Klinik;Maria-Theresia-Klinik;Bavariaring;46;80336;München;089 7207-0;info@maria-theresia-klinik.de;www.maria-theresia-klinik.de;2;Kongregation der Barmherzigen Schwestern v. Hl. Vinzenz v. Paul;2;1;2;2;2;2;2
ID1777;09;162;000;Marion von Tessin Memory Tagesklinik;Marion von Tessin Memory Tagesklinik;Nymphenburger Str.;45;80335;München;;;;2;Marion von Tessin Memory-Zentrum gGmbH;3;0;2;2;2;2;2
ID1778;09;162;000;Max-Planck-Institut für Psychiatrie;Max-Planck-Institut für Psychiatrie;Kraepelinstr.;10;80804;München;089 30622-1;info@mpipsykl.mpg.de;www.mpipsykl.mpg.de;2;Max-Planck-Gesellschaft zur Förderung der Wissenschaften e.V.;2;0;2;2;2;2;2
ID1779;09;162;000;OCM Klinik;OCM Klinik;Steinerstr.;6;81369;München;089 206082-0;info@ocm-muenchen.de;www.ocm-muenchen.de;3;OCM Klinik GmbH;4;0;2;2;2;2;2
ID1780;09;162;000;Paracelsus-Klinik München;Paracelsus-Klinik München;Klingsorstr.;5;81927;München;089 92005-0;muenchen@pk-mx.de;www.paracelsus-kliniken.de/muenchen;3;Paracelsus-Kliniken Deutschland GmbH & Co. KGaA;2;0;2;2;2;2;2
ID1781;09;162;000;Pettenkofer Klinik GmbH;Pettenkofer Klinik GmbH;Pettenkoferstr.;2a;80336;München;089 149903-0;info@isarklinikum.de;www.isarklinikum.de;3;Isar Klinik II AG;4;0;2;2;2;2;2
ID1782;09;162;000;ProSomno Klinik für Schlafmedizin;ProSomno Klinik für Schlafmedizin;Weinstr.;4;80333;München;;;;3;ProSomno Klinik für Schlafmedizin Prosomno GmbH;2;0;2;2;2;2;2
ID1783;09;162;000;Psychosomatische Klinik Windach;Psychosomatische Klinik Windach Tagesklinik Westend;Westendstr.;185;80686;München;08193 72-0;mail@klinik-windach.de;www.klinik-windach.de;3;Psychosomatische Klinik GmbH u. Co. Windach-Ammersee KG;2;0;2;2;2;2;2
ID1784;09;162;000;REALEYES Augenklinik Theresienhöhe GmbH;REALEYES Augenklinik Theresienhöhe GmbH;Theresienhöhe;12;80339;München;;;;3;REALEYES Augenklinik Theresienhöhe GmbH;4;0;2;2;2;2;2
ID1785;09;162;000;Rotkreuzklinikum München;Rotkreuzklinikum München;Nymphenburger Str.;163;80634;München;089 1303-0;rotkreuzklinikum-muenchen@swmbrk.de;www.rotkreuzklinikum-muenchen.de;2;Rotkreuzklinikum München gGmbH;2;2;2;2;2;2;2
ID1786;09;162;000;Sana Klinik München GmbH;Sana Klinik München GmbH;Steinerstr.;3;81369;München;089 72403-4002;info-sgm@sana.de;www.sana-gesundheitscampus-muenchen.de;3;Sana Klinik München GmbH;2;0;2;2;2;2;2
ID1787;09;162;000;Schön Klinik München Harlaching;Schön Klinik München Harlaching;Harlachinger Str.;51;81547;München;;;;3;Schön Klinik München Harlaching SE & Co. KG;2;0;2;2;2;2;2
ID1788;09;162;000;Schön Klinik München Harlaching Privatklinik;Schön Klinik München Harlaching Privatklinik;Harlachinger Str.;51;81547;München;;;;3;Schön Klinik München Harlaching SE & Co. KG;4;1;2;2;2;2;2
ID1789;09;162;000;Schön Klinik München Schwabing;Schön Klinik München Schwabing;Parzivalplatz;4;80804;München;;;;3;Schön Klinik München Schwabing SE & Co. KG;2;0;2;2;2;2;2
ID1790;09;162;000;Schön Klinik Roseneck;Schön Klinik Roseneck Tagesklinik München;Einsteinstr.;130;81675;München;;;;3;Schön Klinik Roseneck SE & Co. KG;2;0;2;2;2;2;2
ID1791;09;162;000;Tagesklinik Süd für Psychiatrie und Psychotherapie;Tagesklinik Süd für Psychiatrie und Psychotherapie;Perchtinger Str.;5;81379;München;089 2373-580;tagesklinik@brk-muenchen.de;www.brk-muenchen.de/tagesklinik;2;Bayerisches Rotes Kreuz Kreisverband München;2;0;2;2;2;2;2
ID1792;09;163;000;kbo-Heckscher-Klinikum gemeinnützige GmbH München;kbo-Heckscher-Klinikum Abteilung Rosenheim;Ellmaierstr.;27;83022;Rosenheim;089 9999-0;info.hek-mdh@kbo.de;www.kbo-heckscher-klinikum.de;1;kbo-Heckscher-Klinikum gemeinnützige GmbH;2;0;2;2;2;2;2
ID1793;09;163;000;kbo-Inn-Salzach-Klinikum gGmbH Tagklinik Rosenheim;kbo-Inn-Salzach-Klinikum gGmbH Tagklinik Rosenheim;Freiherr-vom-Stein-Str.;2;83022;Rosenheim;08031 3948-0;info@iskl.de;www.kbo-isk.de;1;kbo Kliniken des Bezirks Oberbayern - Kommunalunternehmen;2;0;2;2;2;2;2
ID1794;09;163;000;RoMed Klinikum Rosenheim Prien;RoMed Klinikum Rosenheim Prien Klinikum Rosenheim;Pettenkoferstr.;10;83022;Rosenheim;08031 36-02;info@kliro.de;www.romed-kliniken.de;1;Kliniken der Stadt und des Landkreises Rosenheim GmbH;2;3;2;1;2;2;2
ID1795;09;163;000;Schön Klinik Roseneck;Schön Klinik Roseneck Haus Rosenheim;Droste-Hülshoff-Str.;4;83024;Rosenheim;;;;3;Schön Klinik Roseneck SE & Co. KG;2;0;2;2;2;2;2
ID1796;09;171;111;Innklinikum Altötting und Mühldorf;Innklinikum Altötting und Mühldorf - Altötting;Vinzenz-von-Paul-Str.;10;84503;Altötting;08671 509-0;info@krk-aoe.de;www.diekreiskliniken.de;1;InnKlinikum gKU Altötting und Mühldorf;2;2;2;1;2;2;2
ID1797;09;171;111;kbo-Inn-Salzach-Klinikum gGmbH;kbo-Inn-Salzach-Klinikum gGmbH Klinikum Altötting;Vinzenz-von-Paul-Str.;8;84503;Altötting;08071 71-0;info@iskl.de;www.iskl.de;1;kbo Kliniken des Bezirks Oberbayern - Kommunalunternehmen;2;0;2;2;2;2;2
ID1798;09;171;111;Zentrum für Kinder und Jugendliche Inn-Salzach eV;Zentrum für Kinder und Jugendliche Inn-Salzach eV;Vinzenz-von-Paul-Str.;14;84503;Altötting;08671 5099-00;mail@kinderzentrum.de;www.kinderzentrum.de;2;Zentrum für Kinder und Jugendliche Inn-Salzach e.V.;2;0;2;2;2;2;2
ID1799;09;171;112;Innklinikum Altötting und Mühldorf;Innklinikum Altötting und Mühldorf - Burghausen Klinik Burghausen;Krankenhausstr.;1;84489;Burghausen;08671 509-0;info@krk-aoe.de;www.diekreiskliniken.de;1;InnKlinikum gKU Altötting und Mühldorf;2;1;2;2;2;2;2
ID1800;09;171;112;Medias Klinikum GmbH & Co. KG;Medias Klinikum GmbH & Co. KG;Krankenhausstr.;14a;84489;Burghausen;08677 9160-0;info@medias-klinikum.de;www.medias-klinikum.de;3;Medias Verwaltungsgesellschaft mbH;4;0;2;2;2;2;2
ID1801;09;172;114;Georg v. Liebig Krankenhaus;Georg v. Liebig Krankenhaus;Rinckstr.;9;83435;Bad Reichenhall;08651 708-0;verwaltung@salus-klinik.de;www.salus-gesundheitszentrum.de;3;SALUS Gesundheitszentrum GmbH & Co. KG;2;0;2;2;1;2;2
ID1802;09;172;114;Klinik für Schlafstörungen GmbH;Klinik für Schlafstörungen GmbH;Traunfeldstr.;13;83435;Bad Reichenhall;08651 770-104;;;3;Klinik für Schlafstörungen GmbH;3;0;2;2;2;2;2
ID1803;09;172;114;Kreiskliniken Bad Reichenhall, Berchtesgaden, Freilassing;Kreiskliniken Bad Reichenhall, Berchtesgaden, Freilassing - Kreisklinik Bad Reichenhall;Riedelstr.;5;83435;Bad Reichenhall;08651 772-0;info.rei@kliniken-sob.de;www.kliniken-suedostbayern.de;1;Kliniken Südostbayern AG;2;1;2;2;2;2;2
ID1804;09;172;116;CJD-Asthmazentrum Berchtesgaden;CJD-Asthmazentrum Berchtesgaden;Buchenhöhe;46;83471;Berchtesgaden;08652 6000-111;asthmazentrum@cjd.de;www.cjd-asthmazentrum.de;2;Christliches Jugenddorfwerk Deutschlands e.V.;2;0;2;2;2;2;2
ID1805;09;172;116;Kreiskliniken Bad Reichenhall, Berchtesgaden, Freilassing;Kreiskliniken Bad Reichenhall, Berchtesgaden, Freilassing - Kreisklinik Berchtesgaden;Locksteinstr.;16;83471;Berchtesgaden;08651 772-0;info.rei@kliniken-sob.de;www.kliniken-suedostbayern.de;1;Kliniken Südostbayern AG;2;1;2;2;2;2;2
ID1806;09;172;118;kbo-Inn-Salzach-Klinikum gGmbH;kbo-Inn-Salzach-Klinikum gGmbH Klinikum Freilassing;Vinzentiusstr.;56;83395;Freilassing;08071 71-0;info@iskl.de;www.iskl.de;1;kbo Kliniken des Bezirks Oberbayern - Kommunalunternehmen;2;0;2;2;2;2;2
ID1807;09;172;118;Kreiskliniken Bad Reichenhall, Berchtesgaden, Freilassing;Kreiskliniken Bad Reichenhall, Berchtesgaden, Freilassing - Kreisklinik Freilassing;Vinzentiusstr.;56;83395;Freilassing;08651 772-0;info.rei@kliniken-sob.de;www.kliniken-suedostbayern.de;1;Kliniken Südostbayern AG;2;1;2;2;2;2;2
ID1808;09;172;122;Capio Schlossklinik Abtsee GmbH;Capio Schlossklinik Abtsee GmbH;Abtsee;31;83410;Laufen;08682 917-0;info.csa@de.capio.com;www.capio-schlossklinik-abtsee.de;3;Capio Deutsche Klinik Laufen GmbH;3;0;2;2;2;2;2
ID1809;09;172;132;Schön Klinik Berchtesgadener Land;Schön Klinik Berchtesgadener Land;Malterhöh;1;83471;Schönau am Königssee;;;;3;Schön Klinik Berchtesgadener Land SE & Co. KG;2;0;2;2;2;2;2
ID1810;09;173;111;m&i-Fachklinik Bad Heilbrunn;m&i-Fachklinik Bad Heilbrunn;Wörnerweg;30;83670;Bad Heilbrunn;08046 18-1818;info@fachklinik-bad-heilbrunn.de;www.fachklinik-bad-heilbrunn.de;3;m&i-Klinikbetriebsgesellschaft GmbH Hopfen am See;2;0;2;2;2;2;2
ID1811;09;173;112;Asklepios Stadtklinik Bad Tölz;Asklepios Stadtklinik Bad Tölz;Schützenstr.;15;83646;Bad Tölz;08041 507-0;;www.asklepios.com/badtoelz;3;Asklepios Stadtklinik Bad Tölz GmbH;2;2;2;2;2;2;2
ID1812;09;173;112;CIP Klinik Dr. Schlemmer;KIRINUS Schlemmer Klinik;Stefanie-von-Strechine-Str.;16;83646;Bad Tölz;08041 8086-0;info@klinik-schlemmer.de;www.klinik-schlemmer.de;3;Klinik Dr. Schlemmer GmbH;2;0;2;2;2;2;2
ID1813;09;173;147;Klinik Dr. Wilhelm;Klinik Dr. Wilhelm;Hans-Urmiller-Ring;46;82515;Wolfratshausen;08171 911-460;;www.klinik-wilhelm.de;3;Klinik Dr. Wilhelm;4;0;2;2;2;2;2
ID1814;09;173;147;Klinikum Starnberg;Klinikum Starnberg Außenstelle Wolfratshausen Gynäkologie und Geburtshilfe;Moosbauerweg;5;82515;Wolfratshausen;08151 18-0;info@klinikum-starnberg.de;www.klinikum-starnberg.de;1;Kreiskrankenhaus Starnberg GmbH;2;0;2;2;2;2;2
ID1815;09;173;147;Kreisklinik Wolfratshausen gGmbH;Kreisklinik Wolfratshausen gGmbH;Moosbauerweg;5;82515;Wolfratshausen;08171 75-0;info@kreisklinik-wolfratshausen.de;www.kreisklinik-wolfratshausen.de;1;Landkreis Bad Tölz-Wolfratshausen;2;1;2;2;2;2;2
ID1816;09;174;115;Helios Amper-Klinikum;Helios Amper-Klinikum Dachau;Krankenhausstr.;15;85221;Dachau;08131 76-0;info.dachau@helios-kliniken.de;www.helios-kliniken.de;3;Amper Kliniken AG;2;2;2;2;2;2;2
ID1817;09;174;115;kbo-Isar-Amper-Klinikum;kbo-Isar-Amper-Klinikum Tagesklinik Dachau;Hochstr.;27;85221;Dachau;089 4562-0;kontakt@iak-kmo.de;www.iak-kmo.de;1;Isar-Amper-Klinikum gemeinnützige GmbH;2;0;2;2;2;2;2
ID1818;09;174;131;Helios Amper-Klinikum;Helios Amper-Klinik Indersdorf;Moraldstr.;45;85229;Markt Indersdorf;08131 76-0;info.dachau@helios-kliniken.de;www.helios-kliniken.de;3;Amper Kliniken AG;2;0;2;2;1;2;2
ID1819;09;175;115;kbo-Inn-Salzach-Klinikum gGmbH;kbo-Inn-Salzach-Klinikum gGmbH Klinikum Ebersberg;von-Scala-Str.;1;85560;Ebersberg;08071 71-0;info@iskl.de;www.iskl.de;1;kbo Kliniken des Bezirks Oberbayern - Kommunalunternehmen;2;0;2;2;2;2;2
ID1820;09;175;115;Kreisklinik Ebersberg gGmbH;Kreisklinik Ebersberg gGmbH;Pfarrer-Guggetzer-Str.;3;85560;Ebersberg;08092 82-0;klinikleitung@klinik-ebe.de;www.klinik-ebe.de;1;Landkreis Ebersberg;2;1;2;2;2;2;2
ID1821;09;176;123;Kliniken im Naturpark Altmühltal;Kliniken im Naturpark Altmühltal Klinik Eichstätt;Ostenstr.;31;85072;Eichstätt;08421 601-5500;info@kliniken-naturpark-altmuehltal.de;www.kliniken-naturpark-altmuehltal.com;1;Landkreis Eichstätt Landratsamt Eichstätt Klinikallianz Mittelbayern GmbH;2;1;2;2;2;2;2
ID1822;09;176;138;Vamed Klinik Kipfenberg;Vamed Klinik Kipfenberg;Konrad-Regler-Str.;1;85110;Kipfenberg;08465 175-0;;www.vamed-gesundheit.de;3;Vamed Klinik Kipfenberg GmbH;2;0;2;2;2;2;2
ID1823;09;176;139;Kliniken im Naturpark Altmühltal;Kliniken im Naturpark Altmühltal Klinik Kösching;Krankenhausstr.;19;85092;Kösching;08421 601-5500;info@kliniken-naturpark-altmuehltal.de;www.kliniken-naturpark-altmuehltal.com;1;Landkreis Eichstätt Landratsamt Eichstätt Klinikallianz Mittelbayern GmbH;2;1;2;2;2;2;2
ID1824;09;177;115;Klinikum Landkreis Erding;Klinikum Landkreis Erding Klinik Dorfen;Erdinger Str.;17;84405;Dorfen;08122 59-0;info@kkh-erding.de;www.kkh-erding.de;1;Klinikum Landkreis Erding Kommunalunternehmen des Landkreises Erding;2;0;2;2;2;2;2
ID1825;09;177;117;AirportClinic M Terminal 1, Modul E, Ebene 03;AirportClinic M Terminal 1, Modul E, Ebene 03;Terminalstr. West;;85356;München-Flughafen;089 975-63315;info@airportclinic-m.de;www.airportclinic-m.de;3;Munich AirportClinic GmbH Privatklinik Terminal 1, Modul E;3;0;2;2;2;2;2
ID1826;09;177;117;Klinikum Landkreis Erding;Klinikum Landkreis Erding Klinikum Erding;Bajuwarenstr.;5;85435;Erding;08122 59-0;info@kkh-erding.de;www.kkh-erding.de;1;Klinikum Landkreis Erding Kommunalunternehmen des Landkreises Erding;2;1;2;2;2;2;2
ID1827;09;177;117;Munich AirportClinik GmbH Privatklinik Terminal 1, Modul E;Munich AirportClinik GmbH Privatklinik Terminal 1, Modul E;Terminalstr. West;;85356;München-Flughafen;089 975-63328;info@airportclinic-m.de;www.airportclinic-m.de;3;Munich AirportClinic GmbH Privatklinik Terminal 1, Modul E;4;0;2;2;2;2;2
ID1828;09;177;139;kbo-Isar-Amper-Klinikum gGmbH;kbo-Isar-Amper-Klinikum gGmbH Klinikum Taufkirchen (Vils);Bräuhausstr.;5;84416;Taufkirchen (Vils);;;;1;Isar-Amper-Klinikum gemeinnützige GmbH;2;0;2;2;2;2;2
